ESS,21/09/2016,Desi McDonnell,,Minister Ó Muilleoir,Lunch Meeting on 21 Sept 16,Advisory Group meeting about NICS Art Collection ,None,£16.00,Accepted
ESS,08/11/2016,Desi McDonnell,,Roisin McDonough Chair NICS Art Advisory Group,Lunch Meeting on 8 Nov 16,Advisory Group meeting about NICS Art Collection ,None,£16.00,Accepted
FCSD,30/06/2016,Brigitte Worth,,Strategic Investment Board (SIB),Invitation to summer BBQ,Presumed to be recent work on RPM with SIB staff,Currently working in conjunction with SIB on RPM,£60.00,Declined
FCSD,09/11/2016,Brigitte Worth,,Deloitte,"2016 Deloitte Financial Reporting Conference on 9 November in the Merchant Hotel, Belfast",Presumably for networking,None with Finance Division,£20.00,Accepted
FCSD,09/11/2016,Brigitte Worth,,Deloitte,"2016 Deloitte Financial Reporting Conference on 9 November in the Merchant Hotel, Belfast",Presumably for networking,None with Finance Division,£20.00,Accepted
FCSD,01/02/2017,Brigitte Worth,,Ulster Society for Chartered Accountants,Invitation to Annual Dinner on 9/3/17 at the Culloden Hotel,Former colleague from Deloitte is chair of the society,None with Finance Division,£60.00,Accepted
LPS,05/05/2016,Colum Boyle,,Chief Executives Forum (CEF),Dinner with BT,Networking,BT  LPS Landweb system,£25.00,Declined
LPS,06/05/2016,Colum Boyle,,CEF,Dinner with HR Director of Xerox Europe/Chair of CIPD,Networking,Xerox,£25.00,Declined
LPS,25/06/2016,Christine Farrell,,Belfast Solicitors Association ,Box of Wine,Thank you for presenting at a CP event,n/a,£15.00,Returned
LPS,07/06/2016,Christine Farrell,,McKelvey Associates,"A Donation to Charity - 'Mind'",Thank you for presenting at a Solicitors Conference ,n/a,£250.00,Accepted
LPS,10/08/2016,Judith Andrews,,Mr Motoyosho,Box of Biscuits,Hospitality,n/a,£5.00,Accepted
LPS,06-08/09/16,Colum Boyle,,Commonwealth Heads of Valuation Agencies (CHOVA) 2016 Conference,Waterford crystal bottle coaster,Thank you for speaking at the conference,None,£20.00,Accepted
LPS,28/09/2016,Colum Boyle,,Expo Event,Dinner,Networking,None,£40.00,Declined
LPS,29/09/2016,Christine Farrell,,British Telecom (BT),Lunch,Networking,BT -LPS Landweb system,£30.00,Accepted
LPS,07/10/2016,Christine Farrell,,NI Law Society,Dinner,Networking,N/A,£30.00,Accepted
LPS,10/10/2016,Alan Bronte & Alison Bronte,,"Institute of Revenues, Rating and Valuation (IRRV) President",Invite to Annual Dinner with CEO &  President of  IRRV - Visiting NI ,In Alans capacity as a professional member of IRRV and UK Council  Member ,N/A,£50 X 2,Accepted
LPS,14/10/2016,Alan Bronte,,Ben Collins - CEO - Royal Institution of Chartered Surveyors (RICS),RICS Business Breakfast at Belfast Homecoming Conference,In Alans capacity as Commissioner of Valuation and professional member of RICS,N/A,£15.00,Accepted
LPS,25/10/2016,Nigel McVittie,,BT,Christmas Charity Cinema Event,Gift,BT Landweb,£10.00,Declined
LPS,11/11/2016,Nigel McVittie,,BT,NI Chamber Presidents Banquet,Networking,BT Landweb,£50.00,Accepted
LPS,14/11/2016,Nigel McVittie,,Equiniti,Drinks Reception,Networking,IT Partner,£20.00,Declined
LPS,16/11/2016,Nigel McVittie,,BT,Christmas Drinks Recepton,Networking,BT Landweb,£20.00,Declined
LPS,17/12/2016,Christine Farrell,,McKelvey Associates,"Donation to Charity - ""Belfast Homeless""",Thank you for giving a presentation at a seminar,N/A,£250.00,Accepted
LPS,14/02/2017,Alan Bronte,,Pat Doherty & William McCloskey,Dinner,In recognition of LPS visit by Pakistani Administration/World  Bank ,N/A,£45.00,Accepted
NISRA,20/10/2016,Tracy Power plus guest,,The chief Executive's Club QUB,Annual Gala Evening,On Panel for VC Prizes,,£100.00,Declined
Perm Sec,01/04/2016,David Sterling,,Michael Burton,CIPFA Invitation,Annual Luncheon,,£40.00,Declined
Perm Sec,07/04/2016,David Sterling,,"Belfast City CouncilTourism NI EU Regional Development",Invite to see Waterfront Hall,Official Opening,,£20.00,Accepted
Perm Sec,06/04/2016,David Sterling,,Ulster University,Conference,UUBS Entrepreneurship Conference,,£20.00,Declined
Perm Sec,14/04/2016,David Sterling,,Stephen Peover,Private Dinner,PWC Hosting,,£40.00,Accepted
Perm Sec,15/04/2016,David Sterling,,Jenni Barkley,Belfast Harbour Golf Day - 2 June 2016,Corporate Gold Day - Chairman + CE Belfast Harbour,,£60.00,Accepted
Perm Sec,18/04/2016,David Sterling,,Carolyn Jamison,DARD Breakfast Balmoral Show 2016,DARD,,£20.00,Declined
Perm Sec,18/04/2016,David Sterling,,Anthea Savage,CBI NI Annual Dinner 19/05/16,Nigel Smyth CBI. Director NI,,£60.00,Declined
Perm Sec,26/04/2016,David Sterling,,Colette Fitzgerald,Europe Day Reception,European Commission Office NI  Reception,,£20.00,Accepted
Perm Sec,03/05/2016,David Sterling,,Rey Grit,Celebration Event,Gerry Rogan Initiative Trust,,£20.00,Declined
Perm Sec,09/05/2016,David Sterling,,Teressa Villers,SOS Garden Party,SOS Garden Party Hillsborough Castle 14/06/2016,,£20.00,Declined
Perm Sec,10/05/2016,David Sterling,,Nicola Skelly,Prof Patrick Johnston,Queens Uni ECIT Celebratory Event 23/05/2016,,£20.00,Accepted
Perm Sec,09/05/2016,David Sterling,,Irene Anderson,Arlene Cassidy,Broken Promises - Autism NI,,£20.00,Declined
Perm Sec,11/05/2016,David Sterling,,Colin Neill,Hospitality Ulster,Invitation to VIP Dinner 24/05/2016,,£50.00,Declined
Perm Sec,12/05/2016,David Sterling,,Chelsea Brennan,Ulster Business School - Harbinson Mulholland,NI Family Business Forum,,£50.00,Declined
Perm Sec,16/05/2016,David Sterling,,Consul General United States of America,Daniel Lawton and spouse,American Independence Day,,£50.00,Declined
Perm Sec,17/05/2016,David Sterling,,Ulster University,Prof Paddy Nixon,Student of the Year Show,,£20.00,Accepted
Perm Sec,24/05/2016,David Sterling,,Ulster University,Prof Paddy Nixon,Ulster University Summer Graduations 2016 - Dinner Invite,,£60.00,Declined
Perm Sec,25/05/2016,David Sterling,,Robin Newton MLA,Attend the launch,Independents Day Launch 14/6/2016,,£20.00,Declined
Perm Sec,26/05/2016,David Sterling,,Stuart O'Neill,Kainos Officials,Showcasing Government Digital Transformation 23/6/16,,£20.00,Declined
Perm Sec,06/06/2016,David Sterling,,Robin Newton MLA,Retirement Reception,Reception to mark the retirement of T Reaney,,£20.00,Declined
Perm Sec,06/06/2016,David Sterling,,Suzanne Wylie,Invite to meeting,Building the Belfast Agenda 30/6/16,,£20.00,Accepted
Perm Sec,06/06/2016,David Sterling,,Sean Cudmore,Invite to Policy Forum,Energy in NI,,£20.00,Declined
Perm Sec,10/06/2016,David Sterling,,President + VC of Queens,Invite to Dinner,Honour the 2016 Honorary Graduants,,£100.00,Declined
Perm Sec,24/06/2016,David Sterling,,Rachel McFarlane,Launch of NCE Insurance Ulster Grand Prix,Attend the Grand Prix Launch,,£20.00,Declined
Perm Sec,26/07/2016,David Sterling,,Stephen Peover,PwC,Private dinner ,,£50.00,Accepted
Perm Sec,15/07/2016,David Sterling,,Una Murphy,View Digital,Launch of VIEW magazine - 27/7/16,,£20.00,Declined
Perm Sec,01/08/2016,David Sterling,,Mark Adair,BBC Invitation to David and Guest,Reception and BBC Proms in Park 10/6/16,,£20.00,Accepted
Perm Sec,01/08/2016,David Sterling,,Liam McCollum,Invite to Legal Dinner,Chairman Bar Council - Legal Dinner,,£50.00,Accepted
Perm Sec,01/08/2016,David Sterling,,Jill Irdale,Invite to David and Guest,David Hockney I draw I do exhibition at the Mac,,£50.00,Accepted
Perm Sec,05/08/2016,David Sterling,,Kathryn Webb,John Armstrong CEF,Construction Excellence Awards 2016,,£20.00,Declined
Perm Sec,10/08/2016,David Sterling,,Paddy Nixon,Ulster University,Dinner 14 Sept re Progress and Strategic Plans,,£50.00,Accepted
Perm Sec,12/08/2016,David Sterling,,Suzanne Wylie,Belfast City Council,Dinner with ResPublica 17 Aug 16,,£50.00,Declined
Perm Sec,18/08/2016,David Sterling,,John Armstrong,Construction Employers Federation Ltd,Gala Construction Excellence Awards,,£50.00,Declined
Perm Sec,18/08/2016,David Sterling,,Nigel Smyth,CBI  ,CBI Autumn Lunch 20 Sept,,£20.00,Accepted
Perm Sec,30/08/2016,David Sterling,,Alderman Brian Kingston,Belfast City Council,Lord Mayor's Installation Dinner,,£50.00,Declined
Perm Sec,30/08/2016,David Sterling,,Noel Bradley NI Consultant,Hewlett Packard,IoD Lunch Event,,£50.00,Declined
Perm Sec,24/08/2016,David Sterling,,Dame Rotha Johnston,JIGSA Event,Symposium and book launch  Bear in mind these dead  The Omagh Bombing and Policing  20/09,,£20.00,Accepted
Perm Sec,31/08/2016,David Sterling,,Suzanne Wylie,BCC Event,"Community Planning Partners Forum 21/09/2016",,£20.00,Declined
Perm Sec,29/07/2016,David Sterling,,Sir George Brain,Ulster Orchestra,Invite to Orchestra Concert,,£40.00,Accepted
Perm Sec,07/09/2016,David Sterling,,Gerry Lennon,Visit Belfast,Annual General Meeting of Visit Belfast,,£20.00,Declined
Perm Sec,08/09/2016,David Sterling,,Robin Newton MLA,"NI Assembly, Long Gallery",Enabling Effective Engagement in Policy and Law-making,,£10.00,Accepted
Perm Sec,12/09/2016,David Sterling,,Valerie Newell,National Trust,Mount Stewart Conversations - Programme of Talks,,£20.00,Accepted
Perm Sec,12/09/2016,David Sterling,,Mark Adair,BBC Invitation to David and Guest,Mount Stewart Conversations,,£20.00,Declined
Perm Sec,12/09/2016,David Sterling,,George Hamilton + Anne Connolly,Policing Board + PSNI,Conference - Reflecting and Reforcusing: 15 years on,,£20.00,Declined
Perm Sec,15/09/2016,David Sterling,,Paul McErlean,MC Public Relations,Whose Culture is it anyway - Viewing of the new Bullitt Hotel,,£20.00,Declined
Perm Sec,16/09/2016,David Sterling,,Dr Joanne Stuart OBE,Catalyst Inc,Awards dinner - 29/9/16,,£50.00,Declined
Perm Sec,19/09/2016,David Sterling,,Fionnuala Jay-O'Boyle CBE,Belfast Buildings Trust,Launch invitations 27/10/16,,£20.00,Declined
Perm Sec,19/09/2016,David Sterling,,Ian Shepherd,IoD Chairman,Annual Lunch 14/6/16,,£40.00,Accepted
Perm Sec,20/09/2016,David Sterling,,Colm Devine,Ernst + Young,EY Entrepreneur of the Year Gala Awards,,£50.00,Declined
Perm Sec,28/09/2016,David Sterling,,Linda Brown,IOD,Than you dinner for P Terrington outgoing Chairman,,£50.00,Accepted
Perm Sec,11/10/2016,David Sterling,,Stephen Peover,CEF,AGM and Annual Lecture,,£20.00,Accepted
Perm Sec,11/10/2016,David Sterling,,Stephanie Ward,NEA,,,£20.00,Declined
Perm Sec,12/10/2016,David Sterling,,Julie Scott,Alastair Hamilton - Invest NI,,,£50.00,Declined
Perm Sec,17/10/2016,David Sterling,,Eve Buchanan-Graham,Conal Harvey + Tim Husbands,,,£50.00,Declined
Perm Sec,17/10/2016,David Sterling,,Ann McGregor,Nick Coburn,,,£50.00,Accepted
Perm Sec,18/10/2016,David Sterling,,Prof Patrick G Johnston,Chief Exe Club @ Queens,,,£50.00,Declined
Perm Sec,18/10/2016,David Sterling,,US Consul,,"Reception  2016 United States Presidential Election Apologies tendered",,£20.00,Accepted
Perm Sec,24/10/2016,David Sterling,,Stephen Peover,CEF,Private Dinner - pwc investing skills,,£40.00,Accepted
Perm Sec,27/10/2016,David Sterling,,Linda Brown,IoD,,,£20.00,Declined
Perm Sec,28/10/2016,David Sterling,,Sir Jeremy Heywood,DoDs,Civil Service Awards Ceremony,,£50.00,Declined
Perm Sec,31/10/2016,David Sterling,,Gerry Lennon + Anne McMullan,Visit Belfast,UTC Business Eye Awards 24/11/16,,£50.00,Declined
Perm Sec,08/11/2016,David Sterling,,Ulster University,Dr James Nesbitt ,Annual Chancellors Lecture 15/11/16,,£50.00,Declined
Perm Sec,11/11/2016,David Sterling,,CBI/IBEC,David Gavanagh,Dinner - Hillsborough Castle 29/12/16,,£50.00,Declined
Perm Sec,14/11/2016,David Sterling,,BIIGS,Kate Beggs + Ruairi de Burca,Christmas Reception,,£20.00,Declined
Perm Sec,15/11/2016,David Sterling,,Ulster University,c/o Colin McAlister,"Economic Policy Centre, Economic Forecast Outlook Winter 2016",,£20.00,Accepted
Perm Sec,16/11/2016,David Sterling,,MCE Public Relations,Paul McErlean,"Corporate Dinner Event  Private Networking 29/11/2016",,£50.00,Accepted
Perm Sec,16/11/2016,David Sterling,,BT,John Caravine,"BT Christmas Drinks Reception 15/12/2016",,£20.00,Accepted
Perm Sec,21/11/2016,David Sterling,,Tim Attwood,,Stronger Regions Need Stronger Cities Seminar,,£20.00,Declined
Perm Sec,24/11/2016,David Sterling,,Paula McMillan,Belfast Harbour Commissioners,Christmas Drinks Reception Invitation - Belfast Harbour Commissioners,,£20.00,Accepted
Perm Sec,23/11/2016,David Sterling,,Rt Hon James Brokenshire MP SOS,NIIRTA & Hospitality Ulster,Joint Christmas Function,,£20.00,Accepted
Perm Sec,25/11/2016,David Sterling,,Belfast City Council,,Launch of Belfast @ MIPIM,,£20.00,Declined
Perm Sec,22/11/2016,David Sterling,,Belfast City Council,Suzanne Wylie,Belfast City Region Growth Dealing Briefing Session  5 December 2016,,£20.00,Declined
Perm Sec,29/11/2016,David Sterling,,Bombardier,Management,Christmas Drink Reception,,£20.00,Declined
Perm Sec,30/11/2016,David Sterling,,Belfast City Council,Suzanne Wylie,Belfast Agenda Public Consultation Launch Event,,£20.00,Accepted
Perm Sec,29/11/2016,David Sterling,,Jane Watson,,Holcaust Memorial Day 2017,,£20.00,Declined
Perm Sec,06/12/2016,David Sterling,,Beverly McConnell,Dr Adrain Johnston Chairman IFI,30th Anniversary Dinner - 19 Jan 2017,,£50.00,Accepted
Perm Sec,06/12/2016,David Sterling,,Liam Lynch,Chartered Accountants Ireland,Annual Dinner ,,£50.00,Declined
Perm Sec,09/12/2016,David Sterling,,Prof Patrick G Johnston,Queens University,16th Annual Sir Bernard Crossland Lecture,,£20.00,Accepted
Perm Sec,12/12/2016,David Sterling,,Peter Unwin,"WIG, London",Annual Reception - 15/2/17,,£20.00,Declined
Perm Sec,09/12/2016,David Sterling,,John Larkin QC,Attorney General NI,Christmas Reception,,£20.00,Declined
Perm Sec,09/12/2016,David Sterling,,Margaret McClenaghan,DoF,Opening of the Royal Ulster Academy's New Headquarters,,£20.00,Declined
Perm Sec,20/12/2016,David Sterling,,Stephen Peover,CEF,Gareth Rhys Williams  Dinner Invite,,£50.00,Accepted
Perm Sec,11/01/2017,David Sterling,,Ian Shepherd,IoD,Annual Dinner ,,£50.00,Accepted
Perm Sec,10/01/2017,David Sterling,,Shaun McAnee,Danske Bank,New Year Reception 2017,,£20.00,Declined
Perm Sec,17/01/2017,David Sterling,,Ulster University,,Confucius Institute Chinese New Year Celebration,,£20.00,Accepted
Perm Sec,17/01/2017,David Sterling,,Majella McCloskey,Effective Services,Grade 3 Leadership Programme  Dinner,,£50.00,Accepted
Perm Sec,13/01/2017,David Sterling,,Stephen Peover,CEF,PwC Dinner Invitation 1 Feb 2017,,£50.00,Accepted
Perm Sec,19/01/2017,David Sterling,,John Armstrong,Construction Employers Federation Ltd,Annual Dinner  28/04/2017,,£50.00,Declined
Perm Sec,26/01/2017,David Sterling,,Ulster Farmers Union,Dinner,UFU Annual Dinner,,£50.00,Declined
Perm Sec,02/02/2017,David Sterling,,"Evelyn Collins, Equality Commission",Participate in event,Statutory equality and good relations duties - Section 75,,-,Declined
Perm Sec,03/02/2017,David Sterling,,Ernst + Young,British + Irish Lions Lunch,Invite from Managing Partner E&Y  24 Feb 2017,,£50.00,Accepted
Perm Sec,13/02/2017,David Sterling,,Ernst + Young,Breakfast Meeting,Organisational Culture and Corporate Integrity,,£20.00,Accepted
Perm Sec,22/02/2017,David Sterling,,Danny McConnell,TMT Predications Dinner,Invite from D McConnell,,£50.00,Accepted
Perm Sec,15/02/2017,David Sterling,,Glyn Roberts,NIIRTA ,RetailNI - Standing up for independent retailers,,£20.00,Accepted
Perm Sec,28/02/2017,David Sterling,,Linda Brown,IoD Private Dinner,Dinner Invite - UK's Exit for EU,,£50.00,Accepted
Perm Sec,01/03/2017,David Sterling,,BIIGS,Kat Beggs and Ruairi de Burca,St Patricks Day Reception,,£20.00,Accepted
Perm Sec,06/03/2017,David Sterling,,PBNI,"Vilma Patterson Chairman PBNI",Invitation to Probation Seminar on 30 March in Malone House,,£20.00,Declined
Perm Sec,06/03/2017,David Sterling,,University of Ulster,Chris Hagan,Thank You Event  Lunchtime (formal invite to follow),,£20.00,Accepted
Perm Sec,07/03/2017,David Sterling,,Angela McGowan,CBI,"Economic Summit  15 March Colin Sullivan attending",,£20.00,Declined
Perm Sec,08/03/2017,David Sterling,,Karen Smyth,NILGA - request to cover keynote speech,Foundation for Innovation Event  Paul Wickens attending,,£20.00,Declined
Perm Sec,10/03/2017,David Sterling,,Eileen McMakin,Fermanagh and Omagh Council,2030 Community Plan Event,,£20.00,Declined
Perm Sec,14/03/2017,David Sterling,,Sara Venning,NI Water,Awards Event  David Presenting,,£20.00,Accepted
Perm Sec,16/03/2017,David Sterling,,Rachael Wilkinson,Queens University,Opening of the Computer Science Building,,£20.00,Declined
